thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.1707,150.6,616000.0,Liquid,51298,12398.151551342406,-184.24339167026068,-68.471016451624,-8.235170400806057 m^-2 kg^-1 s^2 mol K,-3.5320037094089844 m^-2 kg^-1 s^2 mol K,-27049.325745237093,-28251.798989736646,-17940.063912122074,-16737.59066762252,8.06571847310356e-05,138.10087338017792,109.87992465457559,-7.721631237607333e-05,-68.40229599021607,-68.4022187739037,-27038.234267533076,-28290.373858118845,12390.95323117614,8.070404119385743e-05,0.007142625121903438,140.00454775841715,-140.00446705437597,-2.881781604457956e-07,9.268174215157152e-06,1.81596531965945e-05,3.975051409279843e-06,1.9593560473751392,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85738.01090602277,84487.8242976176,85739.98236791146,1361.6225021716305,1
0.1719,150.61,264000.0,Liquid,51298,12393.858134295335,-184.1922170413841,-68.42813648642087,-8.230013126406925 m^-2 kg^-1 s^2 mol K,-3.529791792542469 m^-2 kg^-1 s^2 mol K,-27042.44639414852,-28273.386735915243,-17967.425099695392,-16736.48475792867,8.068512558110348e-05,138.10517478384617,109.87923828701638,-7.731849346074585e-05,-68.3986640348671,-68.39858671637363,-27037.66868538652,-28289.891394798706,12390.769667318767,8.070523678908717e-05,0.007152873193533165,139.80396030284572,-139.80387959760893,7.571226934288688e-07,9.268806540066545e-06,1.8160256096719056e-05,3.9753226087592496e-06,1.9592874247851846,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85547.0972321898,84295.21834937611,85547.45956429618,1360.118360763155,1
0.1808,150.61,32630000.0,Liquid,51298,12739.37747014605,-187.82938568457217,-71.8366844578729,-8.639967218209568 m^-2 kg^-1 s^2 mol K,-3.705618072080364 m^-2 kg^-1 s^2 mol K,-27555.607768947742,-26246.499335781245,-15427.176289581006,-16736.284722747503,7.849677131739276e-05,138.39798393339032,110.1621866795288,-7.731849346074585e-05,-68.3986640348671,-68.39858671637363,-27037.66868538652,-28289.891394798706,12390.769667318767,8.070523678908717e-05,0.007152873193533165,139.80396030284572,-139.80387959760893,7.571226934288688e-07,9.268806540066545e-06,1.8160256096719056e-05,3.9753226087592496e-06,1.9592874247851846,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,96728.9987044088,100715.77369626,101968.01491118007,1484.590164970756,1
0.1773,150.62,18125000.0,Liquid,51298,12591.775171783604,-186.24131003137697,-70.35091985763431,-8.46127081069976 m^-2 kg^-1 s^2 mol K,-3.628976503847493 m^-2 kg^-1 s^2 mol K,-27340.47981786612,-27153.372504536237,-16557.11695557936,-16744.22426890924,7.941691988281837e-05,138.16678525088224,110.0370359742621,-7.742079344331234e-05,-68.3950323504594,-68.39495492966596,-27037.10310666267,-28289.408934869476,12390.586108323952,8.070643238806948e-05,0.0071631343907186335,139.60369098975903,-139.60361028332665,-7.217983046814425e-07,9.269438873633787e-06,1.8160858976828667e-05,3.975593811951944e-06,1.9592188075683683,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93181.18709809017,93583.35705951178,94835.68141905802,1431.3447788989433,1
0.1709,150.64,260000.0,Liquid,51298,12393.26106476222,-184.16423217502984,-68.41679587322542,-8.228649164150282 m^-2 kg^-1 s^2 mol K,-3.5292067992131884 m^-2 kg^-1 s^2 mol K,-27040.678899009767,-28272.19040449482,-17965.884274152144,-16734.372768667086,8.06890127444585e-05,138.11264565105438,109.88628838333138,-7.762575056172661e-05,-68.38776979436722,-68.38769216861665,-27035.971959489274,-28288.4440251889,12390.219004919667,8.070882359730198e-05,0.00718369622031291,139.20410459066457,-139.20402388184098,-1.757582879235997e-08,9.270703566732134e-06,1.8162064677011027e-05,3.9761362294730424e-06,1.95908158925343,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85535.08750108002,84282.94825167478,85535.43890047338,1360.0159541166524,1
0.1803,150.64,32604000.0,Liquid,51298,12738.604269551699,-187.79905286615545,-71.82309998803643,-8.63833338203033 m^-2 kg^-1 s^2 mol K,-3.7049173318206274 m^-2 kg^-1 s^2 mol K,-27553.641000504267,-26246.667573797266,-15427.235791599456,-16734.20921830646,7.850153587000409e-05,138.40460921930443,110.17004368921457,-7.762575056172661e-05,-68.38776979436722,-68.38769216861665,-27035.971959489274,-28288.4440251889,12390.219004919667,8.070882359730198e-05,0.00718369622031291,139.20410459066457,-139.20402388184098,-1.757582879235997e-08,9.270703566732134e-06,1.8162064677011027e-05,3.9761362294730424e-06,1.95908158925343,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,96717.8706493728,100695.64368365031,101948.1343324489,1484.4280288725527,1
0.1841999999999999,150.65,46029000.0,Liquid,51298,12866.175412569994,-189.1925356412529,-73.13914571451608,-8.796617300897951 m^-2 kg^-1 s^2 mol K,-3.77280413456675 m^-2 kg^-1 s^2 mol K,-27733.845074106,-25408.898856803207,-14390.48655491136,-16715.432772214153,7.772317475347183e-05,138.73730114312465,110.29363687907635,-7.772840794115812e-05,-68.38413892263172,-68.38406119422378,-27035.406391042758,-28287.961575440757,12390.035460508954,8.07100192075578e-05,0.007193996882033449,139.00478640704398,-139.00470569702478,-8.132290361118066e-07,9.271335926258378e-06,1.8162667497087768e-05,3.976407443799361e-06,1.95901298815495,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,98043.08103224175,107008.38780947957,108260.96160290435,1530.6761706317889,1
0.1837,150.68,46045000.0,Liquid,51298,12865.813508198797,-189.1665520865914,-73.12963767554999,-8.795473746659663 m^-2 kg^-1 s^2 mol K,-3.7723136726072566 m^-2 kg^-1 s^2 mol K,-27732.47795865423,-25406.436936863833,-14387.263131911961,-16713.304153702364,7.772536104015076e-05,138.7448393097617,110.30225911491945,-7.80370967356211e-05,-68.37324793236424,-68.3731698952675,-27033.709706282243,-28286.514246582137,12389.48485643528,8.071360606091587e-05,0.0072249780310472385,138.40872535567462,-138.40864464206857,2.63530635535858e-07,9.273233056716088e-06,1.8164475837284117e-05,3.977221109028827e-06,1.9588072170933521,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,98038.38463122594,107009.086187232,108261.90941453533,1530.6646257362456,1
0.1885,150.69,62171000.0,Liquid,51298,13009.7781521174,-190.78106698973605,-74.65704641507706,-8.979178792875427 m^-2 kg^-1 s^2 mol K,-3.8511034089565754 m^-2 kg^-1 s^2 mol K,-27930.139408032126,-24404.25560590464,-13154.185281616676,-16680.06908374416,7.686526152156142e-05,139.26297987143457,110.4544208503505,-7.814023228732153e-05,-68.36961814383656,-68.36954000360427,-27033.144151560144,-28286.03181042968,12389.301331461491,8.071480168624133e-05,0.0072353315176816365,138.2106676876117,-138.21058697281,-6.540759436290955e-07,9.273865450820137e-06,1.8165078577344914e-05,3.977492338185311e-06,1.958738637483519,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97300.10625423878,114274.28854536262,115527.19491729214,1583.0491306538224,1
0.1889,150.72,62171000.0,Liquid,51298,13009.276115638482,-190.75334399215194,-74.64588385600962,-8.977836245608081 m^-2 kg^-1 s^2 mol K,-3.8505276003579025 m^-2 kg^-1 s^2 mol K,-27928.593216857782,-24402.77443196881,-13152.146817191044,-16677.965602080014,7.68682278023062e-05,139.26997580259797,110.46334732659776,-7.845035844513582e-05,-68.35873040258423,-68.35865195222578,-27031.447508009427,-28284.58452239386,12388.750785683978,8.07183885848738e-05,0.00726647149471029,137.61837512580368,-137.6182944074151,-2.3575237761974677e-07,9.27576268495221e-06,1.8166886677541237e-05,3.9783060478799445e-06,1.9585329308837136,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97297.04835812627,114268.75974973834,115521.9155555464,1582.9887562359925,1
0.1721,150.83,5972000.0,Liquid,51298,12455.438903186207,-184.66411564389762,-68.97791035083824,-8.296135723821346 m^-2 kg^-1 s^2 mol K,-3.558151285786304 m^-2 kg^-1 s^2 mol K,-27130.28388310258,-27904.88502573076,-17500.94680751383,-16726.345664885648,8.028621133087422e-05,138.14583843657397,109.98203576442296,-7.959676711690876e-05,-68.3188295204745,-68.31874992370737,-27025.226746808377,-28279.27806224752,12386.732491610806,8.073154083833428e-05,0.007381677575535301,135.47056069127788,-135.47047995973705,-6.920076245364726e-08,9.282719874165077e-06,1.8173514839205678e-05,3.981289934904857e-06,1.9577790869015395,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88331.87606028834,87261.12134204389,88515.19173873994,1383.0660546582294,1
0.177,150.85,18110000.0,Liquid,51298,12587.554347622918,-186.02877332158906,-70.26566233519728,-8.45101668769115 m^-2 kg^-1 s^2 mol K,-3.6245785862889677 m^-2 kg^-1 s^2 mol K,-27327.69081844472,-27143.204818487215,-16543.629655222707,-16728.11565518021,7.944354974632891e-05,138.22227625417926,110.09554296068227,-7.980677996817174e-05,-68.31157833061569,-68.31149852383572,-27024.095744188395,-28278.313295758468,12386.3655921151,8.073393220660134e-05,0.0074027984140304075,135.08405120213942,-135.0839704682072,-2.7196306895405087e-07,9.28398492959785e-06,1.8174719699805613e-05,3.981832507828513e-06,1.9576420941683796,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93112.69530187541,93508.80339544933,94763.04008139773,1430.7034778111988,1
0.1713,150.85,628000.0,Liquid,51298,12393.710923786863,-184.01571016058986,-68.38163477204807,-8.224420255705786 m^-2 kg^-1 s^2 mol K,-3.527393051642009 m^-2 kg^-1 s^2 mol K,-27035.42273419266,-28238.98855942296,-17923.618954059508,-16720.053128829208,8.068608394607068e-05,138.16280704225798,109.93915812007377,-7.980677996817174e-05,-68.31157833061569,-68.31149852383572,-27024.095744188395,-28278.313295758468,12386.3655921151,8.073393220660134e-05,0.0074027984140304075,135.08405120213942,-135.0839704682072,-2.7196306895405087e-07,9.28398492959785e-06,1.8174719699805613e-05,3.981832507828513e-06,1.9576420941683796,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85662.30819669379,84410.11860134212,85664.35528729054,1360.9602314247766,1
0.1734,150.87,5968000.0,Liquid,51298,12454.670126418083,-184.6270165873198,-68.9629673494718,-8.294338493855596 m^-2 kg^-1 s^2 mol K,-3.5573804671393616 m^-2 kg^-1 s^2 mol K,-27127.981900556682,-27903.207190646368,-17498.764306631558,-16723.539016541876,8.029116707626494e-05,138.1556597111656,109.99168823997233,-8.001727979849506e-05,-68.30432822209028,-68.30424820481048,-27022.96475540525,-28277.348542974905,12385.998712011184,8.073632359014063e-05,0.007423973174903118,134.69876256833993,-134.69868183201635,-3.35290586406245e-08,9.28525001942256e-06,1.8175924480536765e-05,3.982375095502614e-06,1.9575051229118232,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88317.45816827328,87246.0994447586,88500.50241995938,1382.9397619102688,1
0.1798,150.87,32594000.0,Liquid,51298,12734.53530233929,-187.58678927636888,-71.73797642577533,-8.62809537072756 m^-2 kg^-1 s^2 mol K,-3.700526324453638 m^-2 kg^-1 s^2 mol K,-27541.225440841987,-26236.131801037784,-15413.023297681058,-16718.116937485265,7.85266188563868e-05,138.4592787422154,110.23192960789501,-8.001727979849506e-05,-68.30432822209028,-68.30424820481048,-27022.96475540525,-28277.348542974905,12385.998712011184,8.073632359014063e-05,0.007423973174903118,134.69876256833993,-134.69868183201635,-3.35290586406245e-08,9.28525001942256e-06,1.8175924480536765e-05,3.982375095502614e-06,1.9575051229118232,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,96664.05260869623,100632.07261218253,101886.4755873833,1483.8554163236313,1
0.1702,150.88,279000.0,Liquid,51298,12389.082477047135,-183.94658765656123,-68.33184926445962,-8.218432435461125 m^-2 kg^-1 s^2 mol K,-3.5248249198018535 m^-2 kg^-1 s^2 mol K,-27027.456980711173,-28259.423273059638,-17949.51385603797,-16717.547563689506,8.07162275215028e-05,138.17207938494312,109.94312348917698,-8.012271263035805e-05,-68.30070357326461,-68.30062345055198,-27022.39926620631,-28276.866171726404,12385.815279229646,8.073751928764405e-05,0.007434580813653183,134.50657475718836,-134.50649401966908,4.155832584729069e-07,9.285882577225448e-06,1.8176526840956508e-05,3.98264639486832e-06,1.9574366453368957,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85466.21473336084,84212.13287677892,85466.61899660589,1359.409692273185,1
0.1714,150.88,656000.0,Liquid,51298,12393.488325999977,-183.99157392101873,-68.37387923619859,-8.22348747914455 m^-2 kg^-1 s^2 mol K,-3.526992990670106 m^-2 kg^-1 s^2 mol K,-27034.231096447267,-28235.786194535674,-17919.535295378028,-16717.980197289624,8.068753313803717e-05,138.1700968877607,109.94650286747289,-8.012271263035805e-05,-68.30070357326461,-68.30062345055198,-27022.39926620631,-28276.866171726404,12385.815279229646,8.073751928764405e-05,0.007434580813653183,134.50657475718836,-134.50649401966908,4.155832584729069e-07,9.285882577225448e-06,1.8176526840956508e-05,3.98264639486832e-06,1.9574366453368957,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85667.32100785099,84415.06822725195,85669.55434707891,1360.9919730531112,1
0.1768,150.9,18116000.0,Liquid,51298,12586.734914536637,-185.98363302176142,-70.24811474234254,-8.448906197373178 m^-2 kg^-1 s^2 mol K,-3.6236734125926207 m^-2 kg^-1 s^2 mol K,-27325.05534061871,-27140.41470642609,-16539.9741918066,-16724.61482599922,7.944872175269877e-05,138.23442638009774,110.1083394216828,-8.03339447263316e-05,-68.29345508635994,-68.29337475241522,-27021.26829820112,-28275.90143952342,12385.448428204283,8.07399106941327e-05,0.007455836682747762,134.12310952490733,-134.12302878499665,-7.878340237965631e-07,9.28714771859937e-06,1.817773150191425e-05,3.983189004651499e-06,1.9572997062929995,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93100.78398325767,93497.23784825082,94751.89025733015,1430.5990461455417,1
0.1839,150.9,46045000.0,Liquid,51298,12862.077862501446,-188.96408786017983,-73.0486462181385,-8.78573271333844 m^-2 kg^-1 s^2 mol K,-3.7681358154228235 m^-2 kg^-1 s^2 mol K,-27720.94061896153,-25395.689338121432,-14372.64862380433,-16697.89990464443,7.774793549613279e-05,138.79674795048962,110.36438711267199,-8.03339447263316e-05,-68.29345508635994,-68.29337475241522,-27021.26829820112,-28275.90143952342,12385.448428204283,8.07399106941327e-05,0.007455836682747762,134.12310952490733,-134.12302878499665,-7.878340237965631e-07,9.28714771859937e-06,1.817773150191425e-05,3.983189004651499e-06,1.9572997062929995,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,98000.09102622092,106959.98914632203,108214.64155540135,1530.1858051839683,1
0.1719,150.92,297000.0,Liquid,51298,12388.55992822777,-183.91210979800272,-68.31936153610792,-8.216930506963132 m^-2 kg^-1 s^2 mol K,-3.5241807537715237 m^-2 kg^-1 s^2 mol K,-27025.520642984993,-28256.365610574736,-17945.60756754533,-16714.762599955586,8.071963212782018e-05,138.18189356011194,109.95272823872361,-8.054566620407745e-05,-68.28620768028314,-68.28612713461693,-27020.137344063085,-28274.936721055463,12385.081596558519,8.074230211594835e-05,0.007477146774084469,133.7408546620972,-133.7407739197951,-5.593677290249843e-07,9.288412894313507e-06,1.8178936083042898e-05,3.983731629162941e-06,1.957162788722742,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85462.6668631973,84208.30619100631,85463.12488933801,1359.3708037278607,1
0.1808,150.92,32583000.0,Liquid,51298,12733.56457307538,-187.5397374762146,-71.71860816510872,-8.625765904404107 m^-2 kg^-1 s^2 mol K,-3.6995272335672396 m^-2 kg^-1 s^2 mol K,-27538.402314427978,-26234.393136008333,-15410.620791730127,-16714.62997014977,7.85326052466456e-05,138.47096494987815,110.24529438083255,-8.054566620407745e-05,-68.28620768028314,-68.28612713461693,-27020.137344063085,-28274.936721055463,12385.081596558519,8.074230211594835e-05,0.007477146774084469,133.7408546620972,-133.7407739197951,-5.593677290249843e-07,9.288412894313507e-06,1.8178936083042898e-05,3.983731629162941e-06,1.957162788722742,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,96650.83160700179,100613.97795138501,101868.79664971668,1483.6993468000076,1
0.1875,150.95,62154000.0,Liquid,51298,13005.282433670569,-190.53925803588743,-74.55880303859843,-8.96736283061899 m^-2 kg^-1 s^2 mol K,-3.8460356300899856 m^-2 kg^-1 s^2 mol K,-27916.540663389747,-24392.473831250114,-13137.822512573683,-16661.889344713316,7.689183261495408e-05,139.32293484192337,110.53157399789586,-8.086416811489451e-05,-68.27533859727694,-68.27525773310883,-27018.440938883316,-28273.489669132745,12384.531385415914,8.074588927745824e-05,0.00750921384108806,133.16973269935582,-133.16965195346654,-1.1219553499586254e-06,9.29031072222693e-06,1.818074280509103e-05,3.984545593526008e-06,1.9569574526279159,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97275.46476805584,114218.71624997591,115473.78438218616,1582.4712125594592,1
0.1838,150.95,46047000.0,Liquid,51298,12861.247846565077,-188.91830904341236,-73.03045112467085,-8.783544346596864 m^-2 kg^-1 s^2 mol K,-3.7671972411040655 m^-2 kg^-1 s^2 mol K,-27718.344581583893,-25393.122484623378,-14369.175887354313,-16694.39798431483,7.775295305168039e-05,138.8085858669748,110.37851745425091,-8.086416811489451e-05,-68.27533859727694,-68.27525773310883,-27018.440938883316,-28273.489669132745,12384.531385415914,8.074588927745824e-05,0.00750921384108806,133.16973269935582,-133.16965195346654,-1.1219553499586254e-06,9.29031072222693e-06,1.818074280509103e-05,3.984545593526008e-06,1.9569574526279159,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97991.41888681668,106949.72307768631,108204.79120989655,1530.083462492618,1
0.1876,150.97,62168000.0,Liquid,51298,13005.069400927157,-190.52218288891783,-74.55268175480502,-8.966626609401272 m^-2 kg^-1 s^2 mol K,-3.8457198702519535 m^-2 kg^-1 s^2 mol K,-27915.67432885796,-24390.618996882677,-13135.400632359764,-16660.455964335048,7.689309216056225e-05,139.32808361283168,110.53765190039739,-8.107711726221117e-05,-68.26809389238427,-68.26801281526701,-27017.310019466015,-28272.524985054195,12384.16460219776,8.074828073768777e-05,0.0075306600149847025,132.7904855630415,-132.79040481476076,-9.21458376268447e-08,9.29157598370009e-06,1.818194718671635e-05,3.985088254818861e-06,1.9568205887367596,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97271.71310392024,114221.18191247029,115476.41633393288,1582.4749795831735,1
0.1731,151.14,5970000.0,Liquid,51298,12449.810755277449,-184.38016541168432,-68.86537859959975,-8.282601265082809 m^-2 kg^-1 s^2 mol K,-3.5523464564819003 m^-2 kg^-1 s^2 mol K,-27112.942621191563,-27890.06514004273,-17481.751818499222,-16704.629299648055,8.03225060731226e-05,138.22188797342577,110.05707949772456,-8.29071780774228e-05,-68.20655749023638,-68.2064745830583,-27007.69776723108,-28264.32572780078,12381.04772610918,8.076860877381143e-05,0.007715171022442792,129.61475475930254,-129.61467399069377,2.899077315987597e-07,9.30233208758446e-06,1.8192181211272226e-05,3.989701468264289e-06,1.9556581123945012,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88233.50309395677,87159.83771493641,88416.4855950441,1382.2036371626918,1
